Diagonal Profiles,,,,,
Open field,,,,,
SSD=100cm,,,,,
Field Size=40x40cm2,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,
,Dose[%],,,,
-39.5,0.5,0.6,0.9,1.9,3.2275757575757598
-39.4,0.5,0.6,0.9,1.9,3.3
-39.3,0.5,0.6,0.9,1.9,3.3
-39.2,0.5591919191919199,0.6,0.9020202020202002,1.9,3.3189858490566033
-39.1,0.6,0.7,1,1.9035377358490535,3.4
-39,0.6,0.7,1,2,3.4
-38.9,0.6,0.7,1,2,3.472555948174322
-38.8,0.6,0.7,1,2,3.5
-38.7,0.6,0.7,1,2,3.507070707070706
-38.6,0.6,0.7,1,2.036666666666666,3.6
-38.5,0.6,0.7,1,2.1,3.6
-38.4,0.6,0.7,1,2.1,3.6117924528301915
-38.3,0.6,0.7,1,2.1,3.7
-38.2,0.6,0.7,1,2.1,3.7
-38.1,0.6,0.7,1.0988888888888866,2.1320376914016483,3.765371024734984
-38,0.6,0.7,1.1,2.2,3.8
-37.9,0.6,0.7,1.1,2.2,3.9
-37.8,0.6,0.7,1.1,2.2,3.9
-37.7,0.6,0.7,1.1,2.245858585858586,3.9367924528301894
-37.6,0.6,0.7,1.1,2.3,4
-37.5,0.6,0.7,1.1,2.3,4.07252358490566
-37.4,0.6,0.7,1.1,2.3,4.1
-37.3,0.6,0.7748820754716959,1.1,2.3641414141414123,4.108244994110717
-37.2,0.6,0.8,1.1070671378091859,2.4,4.2
-37.1,0.6,0.8,1.1954063604240264,2.4,4.243867924528303
-37,0.7,0.8,1.2,2.4,4.3
-36.9,0.7,0.8,1.2,2.4539393939393928,4.379599056603774
-36.8,0.7,0.8,1.2,2.5,4.4
-36.7,0.7,0.8,1.2,2.5,4.484545454545453
-36.6,0.7,0.8,1.2,2.5498673740053057,4.585555555555557
-36.5,0.7,0.8,1.2,2.6,4.6
-36.4,0.7,0.8,1.2,2.6,4.7
-36.3,0.7,0.8,1.2743434343434328,2.653356890459362,4.70256183745583
-36.2,0.7,0.8,1.3,2.7,4.79090106007067
-36.1,0.7,0.8,1.3,2.7,4.890606060606059
-36,0.7,0.8,1.3,2.76309403437816,4.9
-35.9,0.7,0.8926262626262644,1.3,2.8,5.008127208480567
-35.8,0.7,0.9,1.3,2.8,5.1
-35.7,0.7,0.9,1.3,2.8661616161616164,5.123232323232324
-35.6,0.7,0.9,1.3950471698113236,2.9,5.2242424242424255
-35.5,0.7096374889478323,0.9,1.4,2.9,5.325252525252525
-35.4,0.7980548187444747,0.9,1.4,2.9640330188679243,5.4
-35.3,0.8,0.9,1.4,3,5.427373737373739
-35.2,0.8,0.9,1.4,3,5.528383838383839
-35.1,0.8,0.9,1.4,3.08421672555948,5.634275618374558
-35,0.8,0.9,1.4,3.1018181818181794,5.752122641509434
-34.9,0.8,0.9,1.5,3.2,5.8
-34.8,0.8,0.9038383838383849,1.5,3.2038383838383853,5.861010101010099
-34.7,0.8,1,1.5,3.3,5.9723203769140145
-34.6,0.8,1,1.5,3.3,6.0772727272727245
-34.5,0.8,1,1.5,3.306868686868685,6.237046861184791
-34.4,0.8,1,1.6,3.4,6.3650505050505055
-34.3,0.8232323232323249,1,1.6,3.4,6.466060606060605
-34.2,0.9,1,1.6,3.5,6.634141414141411
-34.1,0.9,1,1.6,3.510909090909091,6.836161616161618
-34,0.9,1,1.6,3.6119191919191915,6.9690909090909114
-33.9,0.9,1.0272727272727251,1.6984687868080122,3.7,7.163679245283021
-33.8,0.9,1.1,1.7,3.7139534883720913,7.424204946996467
-33.7,0.9,1.1,1.7,3.8,7.6683962264150916
-33.6,0.9,1.1,1.7,3.814045936395759,8.006868686868685
-33.5,0.9,1.1,1.7313131313131311,3.9027272727272715,8.412735849056597
-33.4,0.9,1.1,1.8,4,8.908484848484838
-33.3,0.9,1.1,1.8,4.004747474747477,9.500176678445241
-33.2,0.948686868686871,1.1,1.8,4.105757575757577,10.04606060606062
-33.1,1,1.1353535353535373,1.8,4.2,10.860909090909098
-33,1,1.2,1.892461719670198,4.225795053003533,11.785555555555552
-32.9,1,1.2,1.9,4.3373737373737375,12.905561172901912
-32.8,1,1.2,1.9,4.438383838383838,14.13851590106009
-32.7,1,1.2,1.9965656565656573,4.539393939393937,15.552254641909839
-32.6,1,1.2,2,4.6,16.99070707070706
-32.5,1,1.2,2,4.627171717171717,18.606868686868662
-32.4,1.0567676767676775,1.2425252525252513,2.0329009433962253,4.732900943396226,20.223030303030278
-32.3,1.1,1.3,2.1,4.843535353535351,21.809292929292962
-32.2,1.1,1.3,2.1,4.944545454545454,23.175555555555572
-32.1,1.1,1.3,2.1455555555555574,5.045555555555557,24.278091872791528
-32,1.1,1.3,2.2,5.146565656565658,25.25777777777779
-31.9,1.1,1.3,2.2,5.283215547703181,26.00362511052166
-31.8,1.1,1.3,2.2628282828282837,5.434277047522751,26.579999999999995
-31.7,1.1638383838383837,1.3781818181818175,2.3,5.5707070707070745,27.005050505050516
-31.6,1.2,1.4,2.3,5.736363636363637,27.46606060606061
-31.5,1.2,1.4,2.3659251769464107,5.874747474747475,27.76909090909091
-31.4,1.2,1.4,2.4,6.115151515151513,28.07212121212121
-31.3,1.2,1.4792697290930519,2.4792697290930517,6.40335689045936,28.343854995579132
-31.2,1.2,1.5,2.5,6.678181818181812,28.533097595473837
-31.1,1.255656565656564,1.5,2.5,7.008282828282822,28.782828282828287
-31,1.3,1.5,2.6,7.440546006066739,28.99893992932863
-30.9,1.3,1.5,2.617334905660376,7.975151515151506,29.21535353535354
-30.8,1.3,1.576392572944297,2.7,8.611414141414137,29.41737373737374
-30.7,1.3,1.6,2.7312121212121236,9.345671378091891,29.559757330637005
-30.6,1.3,1.6,2.8,10.1787878787879,29.741813898704354
-30.5,1.3474747474747497,1.6,2.838751472320378,11.226666666666679,29.9773851590106
-30.4,1.4,1.69131313131313,2.9566037735849067,12.47858585858586,30.091313131313132
-30.3,1.4,1.7,3,13.913636363636352,30.31333333333333
-30.2,1.4,1.7,3.0756183745583043,15.44535809018566,30.51535353535354
-30.1,1.4372727272727297,1.70868686868687,3.1,17.056363636363656,30.70760389036251
-30,1.5,1.8,3.2113207547169815,18.87454545454546,30.79602122015915
-29.9,1.5,1.8,3.3,20.69272727272726,31.025
-29.8,1.5,1.84030303030303,3.3546006066734075,22.47575757575755,31.226060606060603
-29.7,1.536162687886826,1.9,3.464899882214369,23.978181818181795,31.354141414141413
-29.6,1.6,1.9,3.5,25.323636363636385,31.539321074964644
-29.5,1.6,1.9433333333333327,3.6005889281507653,26.237735849056616,31.734511189634866
-29.4,1.6,2,3.718396226415095,27.057950530035335,31.885141509433964
-29.3,1.6696113074204966,2.0396993810786914,3.8362779740871606,27.58392315470172,32.07656565656566
-29.2,1.7,2.1,3.9541273584905654,28.071515151515158,32.278585858585856
-29.1,1.7,2.133131313131312,4.071967020023557,28.456666666666667,32.39030303030303
-29,1.7,2.2,4.189858490566037,28.759696969696968,32.58262626262626
-28.9,1.7779797979797964,2.235151515151516,4.384646464646461,29.054858657243816,32.761484098939924
-28.8,1.8,2.3,4.586666666666671,29.315151515151513,32.95797979797979
-28.7,1.8800808897876635,2.3229292929292913,4.825757575757571,29.52575757575757,33.093396226415095
-28.6,1.9,2.423939393939396,5.133608490566046,29.819191919191926,33.24187279151944
-28.5,1.9,2.5,5.516372202591292,30.021212121212123,33.410606060606064
-28.4,1.9973737373737364,2.525959595959596,6.034669811320765,30.22325581395349,33.52325581395349
-28.3,2,2.6269696969696965,6.623910482921094,30.422261484098936,33.72968197879858
-28.2,2.0851515151515163,2.7326266195524136,7.2959905660377435,30.59893992932863,33.932626619552416
-28.1,2.1,2.8,8.175454545454548,30.800808080808086,34.06053748231966
-28,2.1871717171717164,2.85170789163722,9.21981132075473,31.002828282828286,34.227497789566755
-27.9,2.2,2.95959595959596,10.651515151515145,31.204848484848483,34.41919191919192
-27.8,2.2891919191919166,3.0707547169811336,12.237777777777751,31.406868686868684,34.621212121212125
-27.7,2.3,3.2771495877502987,14.19434628975261,31.604444444444443,34.76161616161616
-27.6,2.376969696969696,3.4109201213346765,16.314848484848454,31.712735849056596,34.94622641509434
-27.5,2.4909305064782097,3.6196969696969687,18.57626262626262,31.936427939876218,35.06819787985866
-27.4,2.5,3.922727272727269,20.95778301886797,32.11515151515152,35.229292929292924
-27.3,2.6100117785630133,4.234343434343428,23.079151943462943,32.30858585858586,35.45330188679245
-27.2,2.720866489832007,4.6479797979798105,24.967452830188705,32.419191919191924,35.5944640753828
-27.1,2.812367491166079,5.174242424242436,26.448282828282835,32.616496465043205,35.79252525252525
-27,2.9517171717171684,5.881272084805659,27.69636363636363,32.77360565593087,35.89727272727273
-26.9,3.153737373737377,6.587985865724384,28.57232323232322,32.9959952885748,36.112626262626264
-26.8,3.3557575757575773,7.692222222222217,29.210303030303017,33.19858585858586,36.231802120141346
-26.7,3.5866666666666664,9.13910482921081,29.70161616161617,33.30080808080808,36.45777777777778
-26.6,3.939622641509428,10.858490566037712,30.10424242424243,33.50329799764429,36.634905660377356
-26.5,4.426262626262627,12.895555555555557,30.40969696969697,33.729177718832894,36.805535924617196
-26.4,5.023674911660779,15.152873563218426,30.806868686868686,33.906868686868684,36.97063679245283
-26.3,5.730896226415103,17.558787878787864,31.01036513545347,34.10444444444445,37.17691401648999
-26.2,6.668686868686886,20.18505050505047,31.259090909090904,34.21090909090909,37.29111111111111
-26.1,7.912424242424253,22.74121212121211,31.53625110521662,34.4113074204947,37.48424242424243
-26,9.487868080094254,25.057272727272778,31.717432273262663,34.587985865724384,37.593131313131316
-25.9,11.2962588473205,26.91872791519437,31.94545454545455,34.78847320525783,37.764809902740936
-25.8,13.686060606060547,28.2848484848485,32.14747474747475,34.89525252525252,37.98891509433962
-25.7,16.399090909090965,29.422727272727276,32.32889150943396,35.092525252525256,38.19252525252526
-25.6,18.967049469964646,30.228918099089988,32.48020202020202,35.29454545454546,38.29727272727273
-25.5,21.750303030303044,30.70747474747475,32.68222222222222,35.38595406360424,38.49656565656566
-25.4,24.493636363636362,31.097526501766787,32.88424242424242,35.56989898989899,38.69858585858586
-25.3,26.791111111111093,31.45101679929266,33.08626262626263,35.77191919191919,38.87544169611307
-25.2,28.66545454545456,31.759797979797977,33.28828282828283,35.973939393939396,38.986969696969695
-25.1,30.043737373737375,32.008127208480566,33.4790450928382,36.15402298850575,39.1759595959596
-25,30.912639029322545,32.246161616161615,33.63722025912839,36.27474747474747,39.378159757330636
-24.9,31.472791519434626,32.441515151515155,33.79434343434344,36.45151515151515,39.55759717314488
-24.8,31.90707070707071,32.696363636363635,33.99636363636364,36.653535353535354,39.753535353535355
-24.7,32.233333333333334,32.898383838383836,34.14919191919192,36.77777777777778,39.87777777777777
-24.6,32.53636363636363,33.05860849056604,34.31721698113208,36.93793103448276,40.057575757575755
-24.5,32.759595959595956,33.25288574793875,34.55288574793875,37.13111111111111,40.23969938107869
-24.4,33.04242424242425,33.46161616161616,34.680808080808085,37.33313131313131,40.377620730270905
-24.3,33.243236074270555,33.581818181818186,34.89103773584905,37.53515151515152,40.591037735849056
-24.2,33.437171717171715,33.76582406471183,35.022828282828286,37.720070733863835,40.69717171717172
-24.1,33.56959595959596,33.995759717314485,35.224848484848486,37.91070707070707,40.89636363636364
-24,33.74121212121212,34.19838383838384,35.415683962264154,38.056363636363635,41.09838383838384
-23.9,33.967216981132076,34.30040404040404,35.53356890459364,38.214747474747476,41.30040404040404
-23.8,34.086969696969696,34.50121212121212,35.70283018867924,38.35838383838384,41.50242424242424
-23.7,34.27595959595959,34.60518867924528,35.91878787878788,38.50397877984085,41.701945181255525
-23.6,34.45565371024735,34.81757575757575,36.060404040404045,38.69232323232323,41.790362511052166
-23.5,34.575656565656566,34.937171717171715,36.207515473032714,38.89434343434343,41.980000000000004
-23.4,34.77900943396226,35.122850412249704,36.39636363636364,39.09636363636364,42.139191919191916
-23.3,34.8920202020202,35.24879773691655,36.59838383838384,39.28604240282686,42.34121212121212
-23.2,35.10727272727273,35.41282051282051,36.80040404040404,39.43585858585858,42.52161616161616
-23.1,35.21658240647118,35.60242424242424,36.94478798586572,39.57373737373737,42.652767962308594
-23,35.418787878787874,35.75222222222222,37.07575757575758,39.775757575757574,42.888443396226414
-22.9,35.61213191990577,35.90646464646464,37.23888888888889,39.96808134394341,43.05323232323232
-22.8,35.72995283018868,36.09496021220159,37.39316037735849,40.15131313131313,43.20848484848485
-22.7,35.8820202020202,36.241010101010104,37.61050505050505,40.32666666666667,43.42885747938752
-22.6,36.0489988221437,36.3840404040404,37.756262626262625,40.47267904509284,43.58231132075472
-22.5,36.23372641509434,36.586060606060606,37.90026525198939,40.714444444444446,43.77171717171717
-22.4,36.40097259062776,36.75135453474676,38.08808080808081,40.83090909090909,44.00111111111111
-22.3,36.4893899204244,36.93844339622641,38.24505050505051,41.032929292929296,44.10371352785146
-22.2,36.67777777777778,37.08704358068316,38.39212121212121,41.21529619805482,44.28054818744474
-22.1,36.808484848484845,37.279797979797976,38.59414141414142,41.308484848484845,44.47979797979798
-22,37.01224970553592,37.39090909090909,38.784173297966404,41.515757575757576,44.68181818181819
-21.9,37.220505050505054,37.58383838383838,38.93484848484848,41.80626262626262,44.812525252525255
-21.8,37.3502358490566,37.68134394341291,39.071717171717175,41.92181818181818,45.014545454545456
-21.7,37.53686868686869,37.85939393939394,39.273737373737376,42.20724381625442,45.21931684334511
-21.6,37.67575757575757,38.06141414141414,39.46625441696113,42.29558303886925,45.44707070707071
-21.5,37.83401060070671,38.19528857479388,39.64909090909091,42.395959595959596,45.62148541114058
-21.4,37.95111111111111,38.36976127320955,39.82555555555555,42.69120323559151,45.73957597173145
-21.3,38.15313131313131,38.48373737373738,39.96976127320955,42.89616161616161,46.0310141509434
-21.2,38.32413793103448,38.66949494949495,40.21333333333334,42.98666077738516,46.17332155477032
-21.1,38.42868686868687,38.871515151515155,40.33349056603773,43.17151515151515,46.35722952477249
-21,38.635849056603774,39.05190097259063,40.53462897526502,43.37353535353535,46.55939393939394
-20.9,38.83070707070707,39.247070707070705,40.70495283018868,43.57555555555555,46.73070707070707
-20.8,38.96343434343434,39.386925795053,40.86030303030303,43.75543766578249,46.87396937573616
-20.7,39.13272727272727,39.509658421672555,41.02262626262626,43.95111111111111,47.10966981132076
-20.6,39.301212121212124,39.72264150943396,41.22464646464646,44.15313131313132,47.32464646464646
-20.5,39.534747474747476,39.88103651354535,41.42666666666667,44.35515151515151,47.52666666666667
-20.4,39.66254416961131,40.058372641509436,41.61254416961131,44.491745283018865,47.728686868686864
-20.3,39.85235849056604,40.25241460541814,41.7510101010101,44.68787878787879,47.87620730270907
-20.2,40.03777777777778,40.3941037735849,41.9040404040404,44.8660777385159,48.08820754716981
-20.1,40.17757575757576,40.591919191919196,42.10606060606061,45.06323232323233,48.31191037735849
-20,40.33979797979798,40.79393939393939,42.30819009100101,45.26525252525252,48.459599528857474
-19.9,40.49528301886792,40.97137809187279,42.51030303030303,45.46727272727273,48.695283018867926
-19.8,40.6982332155477,41.08464646464647,42.65616161616162,45.669292929292936,48.865488810365136
-19.7,40.849999999999994,41.27148634984833,42.871515151515155,45.8,49.06674528301887
-19.6,41.00176678445229,41.473535353535354,43.05818181818182,46.030505050505056,49.302020202020195
-19.5,41.18969696969697,41.576766784452296,43.218383838383836,46.22847038019452,49.50353669319187
-19.4,41.407075471698114,41.82333333333334,43.440400471142524,46.406060606060606,49.68037135278515
-19.3,41.622424242424245,41.97545454545455,43.67617924528302,46.60808080808081,49.908080808080804
-19.2,41.76222222222222,42.152929292929294,43.808841732979666,46.81179245283019,50.11010101010101
-19.1,41.947467608951705,42.354949494949494,43.98567639257295,47.040808080808084,50.310610079575596
-19,42.13740053050398,42.58325471698113,44.18565656565657,47.23745583038869,50.48744473916888
-18.9,42.26525252525252,42.69383838383838,44.40943396226415,47.41616161616162,50.68767676767677
-18.8,42.43252525252525,42.918181818181814,44.55465253239105,47.61818181818182,50.88969696969697
-18.7,42.657075471698114,43.11768346595933,44.745165094339626,47.82022244691607,51.09171717171717
-18.6,42.78262626262626,43.29451812555261,44.951343705799154,48.02242424242424,51.29373737373737
-18.5,42.96727272727273,43.49575757575758,45.16727272727273,48.22137809187279,51.43666666666667
-18.4,43.197408716136636,43.63085983510012,45.36929292929293,48.39805653710247,51.71157243816255
-18.3,43.414242424242424,43.83325471698113,45.49988221436985,48.599797979797984,51.79991166077738
-18.2,43.530505050505056,43.98767676767677,45.70181818181818,48.90181818181818,52.10181818181818
-18.1,43.72844522968198,44.18969696969697,45.903838383838384,49.101919191919194,52.30448113207547
-18,43.906839622641506,44.39171717171717,46.105858585858584,49.205858585858586,52.53454545454545
-17.9,44.13656565656566,44.55465253239105,46.307878787878785,49.407878787878786,52.731978798586574
-17.8,44.33858585858586,44.78636363636364,46.511556603773585,49.60990899898888,52.91386138613861
-17.7,44.54060606060606,45.02626262626263,46.73554376657825,49.81818181818181,53.14033018867925
-17.6,44.74262626262627,45.22828282828283,46.91414141414141,50.114141414141415,53.3309187279152
-17.5,44.93908045977012,45.43030303030303,47.11616161616162,50.30942285041225,53.6098078867543
-17.4,45.11818181818182,45.6158267020336,47.31818181818181,50.45448113207547,53.83295053003533
-17.3,45.32355712603062,45.80585858585859,47.52020202020202,50.67737373737374,53.973030303030306
-17.2,45.52959905660377,46.00787878787879,47.72222222222223,50.86943462897526,54.25070707070707
-17.1,45.68141414141414,46.20989898989899,47.92120141342756,51.052727272727275,54.45272727272727
-17,45.883434343434345,46.39796640141468,48.097879858657244,51.28212121212121,54.647922192749775
-16.9,46.085454545454546,46.585454545454546,48.299797775530834,51.55676767676768,54.84242424242424
-16.8,46.27650176678445,46.78747474747475,48.53533568904594,51.7686320754717,55.13030303030303
-16.7,46.460869565217386,46.989494949494954,48.77099056603774,52.00435806831567,55.332323232323226
-16.6,46.67349823321555,47.206713780918726,48.99151515151515,52.22,55.534343434343434
-16.5,46.893535353535356,47.4220202020202,49.19353535353535,52.4220202020202,55.74774535809019
-16.4,47.095555555555556,47.60857648099028,49.41155660377358,52.60857648099028,56.00989898989899
-16.3,47.29757575757576,47.81391509433962,49.563131313131315,52.84636363636364,56.21787878787879
-16.2,47.49959595959596,48.028282828282826,49.74958775029446,53.09959595959596,56.5069696969697
-16.1,47.68894783377542,48.23030303030303,50.03818181818182,53.30161616161616,56.6159595959596
-16,47.887632508833924,48.45429917550059,50.26080808080808,53.49071618037135,56.817979797979795
-15.9,48.10565656565657,48.662828282828286,50.51379310344828,53.67717171717172,57.029999999999994
-15.8,48.36151515151515,48.892452830188674,50.736363636363635,53.918787878787874,57.32570754716981
-15.7,48.564033018867924,49.095555555555556,50.938383838383835,54.18121212121212,57.530742049469964
-15.6,48.763722025912834,49.29757575757576,51.14040404040404,54.40928381962865,57.724848484848486
-15.5,48.99952830188679,49.49959595959596,51.3660777385159,54.65676767676768,57.98525252525253
-15.4,49.201884570082456,49.701884570082456,51.55137046861185,54.88818181818181,58.214588859416445
-15.3,49.43212121212121,49.94217506631299,51.81969696969697,55.16080808080808,58.47090694935218
-15.2,49.63414141414142,50.20565656565657,52.04848484848485,55.36282828282828,58.70660377358491
-15.1,49.85424242424242,50.40767676767677,52.25050505050505,55.58507067137809,58.94228504122497
-15,50.14457547169811,50.60969696969697,52.528787878787874,55.81911021233569,59.11454545454546
-14.9,50.36888888888889,50.81757575757575,52.690212264150944,55.980808080808075,59.41025641025641
-14.8,50.57090909090909,51.11603773584906,53.01373737373738,56.337102473498234,59.58709106984969
-14.7,50.79575596816976,51.325912838633684,53.218396226415095,56.52363636363636,59.88090909090909
-14.6,51.04646464646465,51.49840848806366,53.454181389870435,56.81777777777778,60.117777777777775
-14.5,51.24848484848485,51.74848484848485,53.68985849056604,57.019797979797985,60.32311320754717
-14.4,51.45050505050505,51.97575757575758,53.90767676767677,57.232727272727274,60.55050505050505
-14.3,51.67878787878788,52.230624263839815,54.10969696969697,57.52086648983201,60.77878787878788
-14.2,51.963604240282685,52.42454545454545,54.39540636042403,57.69770114942529,61.081818181818186
-14.1,52.199292452830186,52.685050505050505,54.64222222222222,57.99909090909091,61.365959952885746
-14,52.43498233215548,52.91432360742706,54.826259946949605,58.14515151515152,61.58707070707071
-13.9,52.670754716981136,53.190909090909095,55.07666666666667,58.448181818181816,61.83377148634985
-13.8,52.876969696969695,53.46262626262626,55.37969696969697,58.73414141414142,62.10647820965843
-13.7,53.108726415094345,53.696969696969695,55.621818181818185,58.94743816254417,62.342049469964664
-13.6,53.34452296819788,53.95835543766579,55.862599469496026,59.21424242424243,62.55247724974722
-13.5,53.58018867924528,54.146878680800945,56.097373737373736,59.51151515151515,62.78021201413427
-13.4,53.79939393939394,54.42382075471698,56.37385159010601,59.720303030303036,63.07757575757576
-13.3,54.052121212121214,54.70141414141414,56.62989898989899,60.01361626878868,63.287070707070704
-13.2,54.35515151515151,54.90343434343434,56.83191919191919,60.19045092838196,63.617777777777775
-13.1,54.60545454545455,55.158181818181816,57.10090909090909,60.486666666666665,63.82597173144876
-13,54.82532391048292,55.42532391048292,57.37851458885942,60.69313131313132,64.09098939929328
-12.9,55.06108490566038,55.70696969696969,57.62767962308599,60.99272727272727,64.3416961130742
-12.8,55.3530303030303,55.92254641909814,57.88381962864722,61.25888594164456,64.64756852343059
-12.7,55.62413793103448,56.158981612446965,58.17030303030303,61.556060606060605,64.8487632508834
-12.6,55.91636363636364,56.42679045092839,58.43490566037736,61.80181818181818,65.16816037735849
-12.5,56.146262626262626,56.71939393939394,58.67055359246172,62.103235591506575,65.38909090909091
-12.4,56.42242424242424,57.02242424242424,59.00545454545455,62.308181818181815,65.63666666666667
-12.3,56.697173144876324,57.25030303030303,59.21121212121213,62.609805653710254,65.93969696969697
-12.2,56.92363636363636,57.47762073027091,59.51107184923439,62.87482332155477,66.24272727272728
-12.1,57.18848484848485,57.81342756183745,59.74669811320755,63.17424242424243,66.49717171717171
-12,57.49151515151515,58.0630303030303,59.982449941107184,63.47727272727273,66.71566548881036
-11.9,57.770291777188326,58.3440404040404,60.27724056603774,63.663572060123784,66.97029177718832
-11.8,58.054848484848485,58.58066037735849,60.55382803297998,63.940606060606065,67.25484848484848
-11.7,58.30525252525253,58.915151515151514,60.88409893992932,64.24363636363636,67.55787878787879
-11.6,58.58785377358491,59.19187279151944,61.15331564986737,64.54666666666667,67.86090909090909
-11.5,58.88100706713781,59.49139150943396,61.44969696969697,64.84969696969698,68.10929292929293
-11.4,59.11131313131313,59.74,61.75272727272727,65.06848484848484,68.3669696969697
-11.3,59.398466981132074,59.9863074204947,61.94924845269673,65.3238726790451,68.64880636604775
-11.2,59.7160606060606,60.2730303030303,62.25194346289752,65.61606060606061,68.90129564193168
-11.1,60.01909090909091,60.60554245283019,62.60484848484849,65.91909090909091,69.1370283018868
-11,60.32212121212121,60.92212121212121,62.90612485276796,66.22212121212121,69.42212121212121
-10.9,60.55010101010101,61.15010101010101,63.153636363636366,66.49708222811671,69.72515151515151
-10.8,60.82818181818182,61.46631299734748,63.45666666666666,66.78545454545454,70.0660777385159
-10.7,61.169849690539344,61.81978798586572,63.769693396226415,67.08848484848485,70.32376237623762
-10.6,61.49151515151515,62.05616161616162,64.07050505050505,67.39151515151515,70.67050505050504
-10.5,61.79454545454546,62.337272727272726,64.30878787878788,67.69454545454545,70.88457008244994
-10.4,62.09757575757576,62.720404040404034,64.6303886925795,67.97279151943462,71.13527851458886
-10.3,62.37544169611308,62.96222222222222,64.98396226415093,68.25757575757575,71.45313131313131
-10.2,62.66076845298281,63.2876179245283,65.30363636363637,68.56076845298281,71.77858585858586
-10.1,62.96393939393939,63.64103773584906,65.60666666666667,68.84337455830389,72.06121212121212
-10,63.29472258216516,63.9631479736098,65.86311137301121,69.16528591634675,72.42396443726005
-9.9,63.64820881451803,64.24821449616971,66.19819703040302,69.48469542378018,72.71115432207884
-9.8,63.90151515151515,64.60177961107838,66.50176782557455,69.7138324200106,72.98722093140722
-9.7,64.20530347672363,64.89149726003183,66.84742424242424,69.99027272727274,73.29027272727274
-9.6,64.55045964238812,65.20888626988804,67.15045964238811,70.32441660773816,73.59331245580361
-9.5,64.87135353535353,65.52493939393939,67.462435920099,70.69636363636363,73.85621354074597
-9.4,65.25655116678453,65.82799272653804,67.81369835336902,71.015972774684,74.06597525044195
-9.3,65.55960606060606,66.2080404040404,68.12234343434343,71.35960606060605,74.41954036535061
-9.2,65.87308406258286,66.50480820222732,68.51319325184362,71.64176179412061,74.7730850813104
-9.1,66.22284848484848,66.8590160622285,68.72665723881917,71.88759595959596,75.12663523865646
-9,66.52588140216183,67.19730303030303,69.08020152024041,72.28019093078758,75.3601171835539
-8.9,66.83858585858586,67.56713809475704,69.48141414141413,72.62893939393939,75.68373792128212
-8.8,67.23729892168994,67.93731290512669,69.78912011314274,72.93197292655825,75.94973482616382
-8.7,67.59084320311119,68.24930303030303,70.18953535353536,73.2350303030303,76.39085552674995
-8.6,67.89521163753915,68.55235882412364,70.53806445095465,73.54440516174651,76.69626399528579
-8.5,68.29765656565657,68.89794956398775,70.85482828282828,73.89794944316776,76.96968380644509
-8.4,68.70114018030759,69.28700878876654,71.23863355135231,74.20173737373737,77.25114018030759
-8.3,68.96629839137351,69.60506716945558,71.50433377108799,74.60379209758685,77.57721212121213
-8.2,69.26454187291645,70.0114790807307,71.80862698880377,74.86897374701671,77.93595312657844
-8.1,69.65676767676769,70.3818668552379,72.1710707070707,75.16757575757576,78.22162807141594
-8,70.06084452975047,70.68490909090909,72.55633902414385,75.56084452975047,78.49919183755935
